id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,nama_puskesmas,keterangan,jumlah,satuan,tahun
548,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT GRIYA ANTAPANI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,12299,ORANG,2022
549,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT GUMURUH,USIA PRODUKTIF,37076,ORANG,2022
550,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT GUMURUH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,22249,ORANG,2022
551,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT IBRAHIM AJI,USIA PRODUKTIF,28495,ORANG,2022
552,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT IBRAHIM AJI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,19426,ORANG,2022
553,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT JAJAWAY,USIA PRODUKTIF,16567,ORANG,2022
554,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT JAJAWAY,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,15774,ORANG,2022
555,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT JATIHANDAP,USIA PRODUKTIF,17389,ORANG,2022
556,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT JATIHANDAP,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,9026,ORANG,2022
557,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT KARANGSETRA,USIA PRODUKTIF,15271,ORANG,2022
558,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT KARANGSETRA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,11079,ORANG,2022
559,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT KOPO,USIA PRODUKTIF,29864,ORANG,2022
560,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT KOPO,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,32221,ORANG,2022
561,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT KUJANGSARI,USIA PRODUKTIF,27684,ORANG,2022
562,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT KUJANGSARI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,16871,ORANG,2022
563,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT LEDENG,USIA PRODUKTIF,8836,ORANG,2022
564,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT LEDENG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,15696,ORANG,2022
565,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT LIOGENTENG,USIA PRODUKTIF,4860,ORANG,2022
566,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT LIOGENTENG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,6785,ORANG,2022
567,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT MANDALA MEKAR,USIA PRODUKTIF,0,ORANG,2022
568,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT MANDALA MEKAR,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,11140,ORANG,2022
569,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,UPT MARGAHAYU RAYA,USIA PRODUKTIF,45380,ORANG,2022
570,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,UPT MARGAHAYU RAYA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,33710,ORANG,2022
571,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT MENGGER,USIA PRODUKTIF,7620,ORANG,2022
572,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT MENGGER,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,10104,ORANG,2022
573,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT MOH RAMDAN,USIA PRODUKTIF,23575,ORANG,2022
574,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT MOH RAMDAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,16966,ORANG,2022
575,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,UPT NEGLASARI,USIA PRODUKTIF,25532,ORANG,2022
576,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,UPT NEGLASARI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,14070,ORANG,2022
577,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,UPT PADASUKA,USIA PRODUKTIF,44658,ORANG,2022
578,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,UPT PADASUKA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,20529,ORANG,2022
579,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT PAGARSIH,USIA PRODUKTIF,12552,ORANG,2022
580,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT PAGARSIH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,9252,ORANG,2022
581,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT PAMULANG,USIA PRODUKTIF,12305,ORANG,2022
582,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT PAMULANG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,10436,ORANG,2022
583,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,UPT PANGHEGAR,USIA PRODUKTIF,16411,ORANG,2022
584,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,UPT PANGHEGAR,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,15704,ORANG,2022
585,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,UPT PANYILEUKAN,USIA PRODUKTIF,10680,ORANG,2022
586,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,UPT PANYILEUKAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,13591,ORANG,2022
587,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT PASAWAHAN,USIA PRODUKTIF,5455,ORANG,2022
588,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT PASAWAHAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,11809,ORANG,2022
589,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UPT PASIR JATI,USIA PRODUKTIF,11749,ORANG,2022
590,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UPT PASIR JATI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,13184,ORANG,2022
591,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,UPT PASIRKALIKI,USIA PRODUKTIF,47378,ORANG,2022
592,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,UPT PASIRKALIKI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,32481,ORANG,2022
593,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,UPT PASIRLAYUNG,USIA PRODUKTIF,29732,ORANG,2022
594,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,UPT PASIRLAYUNG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,11107,ORANG,2022
595,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT PASIRLUYU,USIA PRODUKTIF,18868,ORANG,2022
596,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT PASIRLUYU,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,12212,ORANG,2022
597,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT PASUNDAN,USIA PRODUKTIF,10084,ORANG,2022
598,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT PASUNDAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,16971,ORANG,2022
599,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT PELINDUNG HEWAN,USIA PRODUKTIF,22115,ORANG,2022
600,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT PELINDUNG HEWAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,19121,ORANG,2022
601,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT PUTER,USIA PRODUKTIF,17547,ORANG,2022
602,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT PUTER,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,19651,ORANG,2022
603,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT RIUNG BANDUNG,USIA PRODUKTIF,21124,ORANG,2022
604,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT RIUNG BANDUNG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,11204,ORANG,2022
605,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,UPT RUSUNAWA,USIA PRODUKTIF,30101,ORANG,2022
606,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,UPT RUSUNAWA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,16309,ORANG,2022
607,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,UPT SALAM,USIA PRODUKTIF,3868,ORANG,2022
608,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,UPT SALAM,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,14605,ORANG,2022
609,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT SARIJADI,USIA PRODUKTIF,17803,ORANG,2022
610,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT SARIJADI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,10746,ORANG,2022
611,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,UPT SEKEJATI,USIA PRODUKTIF,22903,ORANG,2022
612,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,UPT SEKEJATI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,15911,ORANG,2022
613,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT SEKELOA,USIA PRODUKTIF,7114,ORANG,2022
614,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT SEKELOA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,16650,ORANG,2022
615,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT SINDANGJAYA,USIA PRODUKTIF,18248,ORANG,2022
616,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT SINDANGJAYA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,13364,ORANG,2022
617,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAGALIH,USIA PRODUKTIF,12154,ORANG,2022
618,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAGALIH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,9736,ORANG,2022
619,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT SUKAHAJI,USIA PRODUKTIF,40337,ORANG,2022
620,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT SUKAHAJI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,14324,ORANG,2022
621,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAJADI,USIA PRODUKTIF,45903,ORANG,2022
622,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAJADI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,36752,ORANG,2022
623,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT SUKAPAKIR,USIA PRODUKTIF,18124,ORANG,2022
624,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT SUKAPAKIR,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,15754,ORANG,2022
625,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,UPT SUKARAJA,USIA PRODUKTIF,15902,ORANG,2022
626,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,UPT SUKARAJA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,9990,ORANG,2022
627,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT SUKARASA,USIA PRODUKTIF,8819,ORANG,2022
628,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT SUKARASA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,20132,ORANG,2022
629,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAWARNA,USIA PRODUKTIF,9271,ORANG,2022
630,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAWARNA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,13658,ORANG,2022
631,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT SURYALAYA,USIA PRODUKTIF,3991,ORANG,2022
632,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT SURYALAYA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,6718,ORANG,2022
633,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT TALAGA BODAS,USIA PRODUKTIF,17765,ORANG,2022
634,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT TALAGA BODAS,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,18564,ORANG,2022
635,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,UPT TAMAN SARI,USIA PRODUKTIF,14946,ORANG,2022
636,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,UPT TAMAN SARI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,9136,ORANG,2022
637,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT TAMBLONG,USIA PRODUKTIF,19491,ORANG,2022
638,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT TAMBLONG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,12021,ORANG,2022
639,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UPT UJUNG BERUNG INDAH,USIA PRODUKTIF,47320,ORANG,2022
640,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UPT UJUNG BERUNG INDAH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,25048,ORANG,2022
641,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT AHMAD YANI,USIA PRODUKTIF,14866,ORANG,2023
642,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT AHMAD YANI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,12071,ORANG,2023
643,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT ANTAPANI,USIA PRODUKTIF,20199,ORANG,2023
644,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT ANTAPANI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,13475,ORANG,2023
645,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,UPT ARCAMANIK,USIA PRODUKTIF,22313,ORANG,2023
646,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,UPT ARCAMANIK,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,21193,ORANG,2023
647,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT ASTANANYAR,USIA PRODUKTIF,7826,ORANG,2023
648,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT ASTANANYAR,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,6636,ORANG,2023
649,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKAN SARI,USIA PRODUKTIF,61129,ORANG,2023
650,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKAN SARI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,38378,ORANG,2023
651,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKAN SURABAYA,USIA PRODUKTIF,25400,ORANG,2023
652,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKAN SURABAYA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,23153,ORANG,2023
653,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT BABAKAN TAROGONG,USIA PRODUKTIF,29723,ORANG,2023
654,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT BABAKAN TAROGONG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,23513,ORANG,2023
655,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,UPT BABATAN,USIA PRODUKTIF,20022,ORANG,2023
656,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,UPT BABATAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,16746,ORANG,2023
657,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT BALAIKOTA,USIA PRODUKTIF,5654,ORANG,2023
658,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT BALAIKOTA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,5100,ORANG,2023
659,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CARINGIN,USIA PRODUKTIF,37603,ORANG,2023
660,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CARINGIN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,26500,ORANG,2023
661,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT CEMPAKA ARUM,USIA PRODUKTIF,6677,ORANG,2023
662,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT CEMPAKA ARUM,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,6677,ORANG,2023
663,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT KIDUL,USIA PRODUKTIF,15122,ORANG,2023
664,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT KIDUL,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,14081,ORANG,2023
665,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT WETAN,USIA PRODUKTIF,13244,ORANG,2023
666,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT WETAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,11795,ORANG,2023
667,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CIBIRU,USIA PRODUKTIF,11014,ORANG,2023
668,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CIBIRU,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,8930,ORANG,2023
669,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CIBOLERANG,USIA PRODUKTIF,15986,ORANG,2023
670,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CIBOLERANG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,11207,ORANG,2023
671,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIBUNTU,USIA PRODUKTIF,32634,ORANG,2023
672,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIBUNTU,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,30693,ORANG,2023
673,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,UPT CIGADUNG,USIA PRODUKTIF,21128,ORANG,2023
674,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,UPT CIGADUNG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,13707,ORANG,2023
675,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIGONDEWAH,USIA PRODUKTIF,27264,ORANG,2023
676,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIGONDEWAH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,15885,ORANG,2023
677,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA BARU,USIA PRODUKTIF,7788,ORANG,2023
678,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA BARU,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,7016,ORANG,2023
679,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA LAMA,USIA PRODUKTIF,17079,ORANG,2023
680,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA LAMA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,16016,ORANG,2023
681,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIJERAH,USIA PRODUKTIF,30992,ORANG,2023
682,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIJERAH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,13089,ORANG,2023
683,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT CIKUTRA LAMA,USIA PRODUKTIF,17537,ORANG,2023
